word,DELMET,word_10,label_10,word_22,label_22,word_21,label_21,word_5,label_5,word_1,label_1
Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0
working,0,working,0,working,0,working,0,working,0,working,0
relationship,0,relationship,0,relationship,0,relationship,1,relationship,0,relationship,0
must,0,must,0,must,0,must,0,must,0,must,0
have,0,have,0,have,0,have,0,have,0,have,0
a,0,a,0,a,0,a,0,a,0,a,0
lot,0,lot,0,lot,0,lot,0,lot,0,lot,0
to,0,to,0,to,0,to,0,to,0,to,0
do,0,do,0,do,0,do,0,do,0,do,0
with,1,with,0,with,0,with,0,with,0,with,0
their,0,their,0,their,0,their,0,their,0,their,0
long,1,long,0,long,0,long,0,long,0,long,0
and,0,and,0,and,0,and,0,and,0,and,0
happy,1,happy,0,happy,0,happy,0,happy,0,happy,0
marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0
They,0,They,0,They,0,They,0,They,0,They,0
see,1,see,0,see,0,see,0,see,0,see,0
themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,themselves,0
not,0,not,0,not,0,not,0,not,0,not,0
as,0,as,0,as,0,as,0,as,0,as,0
author,0,author,0,author,0,author,0,author,0,author,0
and,0,and,0,and,0,and,0,and,0,and,0
illustrator,0,illustrator,0,illustrator,0,illustrator,0,illustrator,0,illustrator,0
with,1,with,0,with,0,with,0,with,0,with,0
separate,1,separate,0,separate,0,separate,0,separate,0,separate,0
roles,1,roles,0,roles,0,roles,0,roles,0,roles,0
but,0,but,0,but,0,but,0,but,0,but,0
as,0,as,0,as,0,as,0,as,0,as,0
a,0,a,0,a,0,a,0,a,0,a,0
partnership,0,partnership,1,partnership,0,partnership,1,partnership,1,partnership,0
of,0,of,0,of,0,of,0,of,0,of,0
book-makers,0,book-makers,0,book-makers,0,book-makers,0,book-makers,0,book-makers,0
contributing,0,contributing,0,contributing,0,contributing,0,contributing,0,contributing,0
equally,0,equally,0,equally,0,equally,0,equally,0,equally,0
to,1,to,0,to,0,to,0,to,0,to,0
the,0,the,0,the,0,the,0,the,0,the,0
process,0,process,0,process,0,process,0,process,0,process,0
By,0,By,0,By,0,By,0,By,0,By,0
holding,1,holding,0,holding,0,holding,0,holding,0,holding,0
open,1,open,0,open,0,open,0,open,0,open,0
meetings,0,meetings,0,meetings,0,meetings,0,meetings,0,meetings,0
for,0,for,0,for,0,for,0,for,0,for,0
children,0,children,0,children,0,children,0,children,0,children,0
and,0,and,0,and,0,and,0,and,0,and,0
having,0,having,0,having,0,having,0,having,0,having,0
the,0,the,0,the,0,the,0,the,0,the,0
telecottage,0,telecottage,0,telecottage,0,telecottage,0,telecottage,0,telecottage,0
above,0,above,0,above,0,above,0,above,0,above,0
the,0,the,0,the,0,the,0,the,0,the,0
local,0,local,0,local,0,local,0,local,0,local,0
store,0,store,0,store,0,store,0,store,0,store,0
people,0,people,0,people,0,people,0,people,0,people,0
of,0,of,0,of,0,of,0,of,0,of,0
all,0,all,0,all,0,all,0,all,0,all,0
walks,1,walks,1,walks,1,walks,0,walks,0,walks,0
of,0,of,0,of,0,of,0,of,0,of,0
life,0,life,0,life,0,life,1,life,0,life,0
came+in,0,came+in,0,came+in,0,came+in,0,came+in,0,came+in,0
small-scale,0,small-scale,0,small-scale,0,small-scale,0,small-scale,0,small-scale,0
entrepreneurs,0,entrepreneurs,0,entrepreneurs,0,entrepreneurs,0,entrepreneurs,0,entrepreneurs,0
and,0,and,0,and,0,and,0,and,0,and,0
their,0,their,0,their,0,their,0,their,0,their,0
spouses,0,spouses,0,spouses,0,spouses,0,spouses,0,spouses,0
shop+assistants,0,shop+assistants,0,shop+assistants,0,shop+assistants,0,shop+assistants,0,shop+assistants,0
craftspeople,0,craftspeople,0,craftspeople,0,craftspeople,0,craftspeople,0,craftspeople,0
and,0,and,0,and,0,and,0,and,0,and,0
children,0,children,0,children,0,children,0,children,0,children,0
As+if,0,As+if,0,As+if,0,As+if,0,As+if,0,As+if,0
24-17,0,24-17,0,24-17,0,24-17,0,24-17,0,24-17,0
and,0,and,0,and,0,and,0,and,0,and,0
derisive,0,derisive,0,derisive,0,derisive,0,derisive,0,derisive,0
chants,1,chants,0,chants,0,chants,0,chants,0,chants,0
of,0,of,0,of,0,of,0,of,0,of,0
Easy,0,Easy,0,Easy,0,Easy,0,Easy,0,Easy,0
easy,0,easy,0,easy,0,easy,0,easy,0,easy,0
were,0,were,0,were,0,were,0,were,0,were,0
not,0,not,0,not,0,not,0,not,0,not,0
bad,0,bad,0,bad,0,bad,0,bad,0,bad,0
enough,0,enough,0,enough,0,enough,0,enough,0,enough,0
this,1,this,0,this,0,this,0,this,0,this,0
humiliation,0,humiliation,0,humiliation,0,humiliation,1,humiliation,0,humiliation,0
was,0,was,0,was,0,was,0,was,0,was,0
against,1,against,0,against,0,against,0,against,0,against,0
a,0,a,0,a,0,a,0,a,0,a,0
side,1,side,0,side,0,side,0,side,0,side,0
who,0,who,0,who,0,who,0,who,0,who,0
have,0,have,0,have,0,have,0,have,0,have,0
made,1,made,0,made,0,made,0,made,0,made,0
a,0,a,0,a,0,a,0,a,0,a,0
wretched,1,wretched,0,wretched,0,wretched,0,wretched,0,wretched,0
start,0,start,0,start,0,start,0,start,0,start,0
to,1,to,0,to,0,to,0,to,0,to,0
the,0,the,0,the,0,the,0,the,0,the,0
season,0,season,0,season,0,season,0,season,0,season,0
a,0,a,0,a,0,a,0,a,0,a,0
week,0,week,0,week,0,week,0,week,0,week,0
earlier,0,earlier,0,earlier,0,earlier,0,earlier,0,earlier,0
Pontypool,0,Pontypool,0,Pontypool,0,Pontypool,0,Pontypool,0,Pontypool,0
had,0,had,0,had,0,had,0,had,0,had,0
going-over,2,going-over,0,going-over,0,going-over,0,going-over,0,going-over,0
given,2,given,0,given,0,given,0,given,0,given,0
them,0,them,0,them,0,them,0,them,0,them,0
a,0,a,0,a,0,a,0,a,0,a,0
35-6,0,35-6,0,35-6,0,35-6,0,35-6,0,35-6,0
and,0,and,0,and,0,and,0,and,0,and,0
were,0,were,0,were,0,were,0,were,0,were,0
short,1,short,0,short,0,short,0,short,0,short,0
of,0,of,0,of,0,of,0,of,0,of,0
at+least,0,at+least,0,at+least,0,at+least,0,at+least,0,at+least,0
half-a-dozen,0,half-a-dozen,0,half-a-dozen,0,half-a-dozen,0,half-a-dozen,0,half-a-dozen,0
first-choice,0,first-choice,0,first-choice,0,first-choice,0,first-choice,0,first-choice,0
players,0,players,0,players,0,players,0,players,0,players,0
Ron,0,Ron,0,Ron,0,Ron,0,Ron,0,Ron,0
Todd,0,Todd,0,Todd,0,Todd,0,Todd,0,Todd,0
the,0,the,0,the,0,the,0,the,0,the,0
general,0,general,0,general,0,general,0,general,0,general,0
secretary,0,secretary,0,secretary,0,secretary,0,secretary,0,secretary,0
of,0,of,0,of,0,of,0,of,0,of,0
the,0,the,0,the,0,the,0,the,0,the,0
transport,0,transport,0,transport,0,transport,0,transport,0,transport,0
workers,0,workers,0,workers,0,workers,0,workers,0,workers,0
union,0,union,0,union,0,union,0,union,0,union,0
said,0,said,0,said,0,said,0,said,0,said,0
that,0,that,0,that,0,that,0,that,0,that,0
today,0,today,0,today,0,today,0,today,0,today,0
vote,0,vote,0,vote,0,vote,0,vote,0,vote,0
on,1,on,0,on,0,on,0,on,0,on,0
the,0,the,0,the,0,the,0,the,0,the,0
multilaterist,0,multilaterist,0,multilaterist,0,multilaterist,0,multilaterist,0,multilaterist,0
nuclear,0,nuclear,0,nuclear,0,nuclear,0,nuclear,0,nuclear,0
defence,0,defence,1,defence,0,defence,0,defence,1,defence,0
policy,0,policy,0,policy,0,policy,0,policy,0,policy,0
would,0,would,0,would,0,would,0,would,0,would,0
not,0,not,0,not,0,not,0,not,0,not,0
yield,1,yield,0,yield,0,yield,0,yield,0,yield,0
the,0,the,0,the,0,the,0,the,0,the,0
massive,1,massive,0,massive,0,massive,0,massive,0,massive,0
and,0,and,0,and,0,and,0,and,0,and,0
overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0
majority,0,majority,0,majority,0,majority,0,majority,0,majority,0
predicted,0,predicted,0,predicted,0,predicted,0,predicted,0,predicted,0
by,0,by,0,by,0,by,0,by,0,by,0
right-wingers,1,right-wingers,0,right-wingers,0,right-wingers,0,right-wingers,0,right-wingers,0
and,0,and,0,and,0,and,0,and,0,and,0
he,0,he,0,he,0,he,0,he,0,he,0
warned,0,warned,0,warned,0,warned,0,warned,0,warned,0
that,0,that,0,that,0,that,0,that,0,that,0
party,0,party,0,party,0,party,0,party,0,party,0
leaders,0,leaders,0,leaders,0,leaders,0,leaders,0,leaders,0
could,0,could,0,could,0,could,0,could,0,could,0
not,0,not,0,not,0,not,0,not,0,not,0
expect,0,expect,0,expect,0,expect,0,expect,0,expect,0
everybody,0,everybody,0,everybody,0,everybody,0,everybody,0,everybody,0
to,0,to,0,to,0,to,0,to,0,to,0
goose-step,2,goose-step,1,goose-step,1,goose-step,1,goose-step,0,goose-step,0
in,1,in,0,in,0,in,0,in,0,in,0
the,0,the,0,the,0,the,0,the,0,the,0
same,0,same,0,same,0,same,0,same,0,same,0
direction,1,direction,0,direction,0,direction,0,direction,0,direction,0
once,0,once,0,once,0,once,0,once,0,once,0
the,0,the,0,the,0,the,0,the,0,the,0
policy,0,policy,0,policy,0,policy,0,policy,0,policy,0
had,0,had,0,had,0,had,0,had,0,had,0
been,0,been,0,been,0,been,0,been,0,been,0
carried,1,carried,0,carried,0,carried,0,carried,0,carried,0
Glasgow,0,Glasgow,0,Glasgow,0,Glasgow,0,Glasgow,0,,1
Clocks,0,Clocks,0,Clocks,0,Clocks,0,Clocks,0,Glasgow,0
and,0,and,0,and,0,and,0,and,0,Clocks,0
scientific,0,scientific,0,scientific,0,scientific,0,scientific,0,and,0
instruments,0,instruments,0,instruments,0,instruments,0,instruments,0,scientific,0
Wednesday,0,Wednesday,0,Wednesday,0,Wednesday,0,Wednesday,0,instruments,0
11am,0,11am,0,11am,0,11am,0,11am,0,Wednesday,0
First,0,First,0,First,0,First,0,First,0,11am,0
they,0,they,0,they,0,they,0,they,0,First,0
have,0,have,0,have,0,have,0,have,0,they,0
to,0,to,0,to,0,to,0,to,0,have,0
sell,0,sell,0,sell,0,sell,0,sell,0,to,0
their,0,their,0,their,0,their,0,their,0,sell,0
present,0,present,0,present,0,present,0,present,0,their,0
house,0,house,0,house,0,house,0,house,0,present,0
a,0,a,0,a,0,a,0,a,0,house,0
two-bedroom,0,two-bedroom,0,two-bedroom,0,two-bedroom,0,two-bedroom,0,a,0
cottage,0,cottage,0,cottage,0,cottage,0,cottage,0,two-bedroom,0
in,0,in,0,in,0,in,0,in,0,cottage,0
the,0,the,0,the,0,the,0,the,0,in,0
centre,1,centre,0,centre,0,centre,0,centre,0,the,0
of,0,of,0,of,0,of,0,of,0,centre,0
the,0,the,0,the,0,the,0,the,0,of,0
town,0,town,0,town,0,town,0,town,0,the,0
Their,0,Their,0,Their,0,Their,0,Their,0,town,0
South,0,South,0,South,0,South,0,South,0,Their,0
Molton,0,Molton,0,Molton,0,Molton,0,Molton,0,South,0
cottage,0,cottage,0,cottage,0,cottage,0,cottage,0,Molton,0
guide,1,guide,0,guide,0,guide,0,guide,0,cottage,0
price,0,price,0,price,0,price,0,price,0,guide,0
"£44,000-£46,000",0,"Â£44,000-Â£46,000",0,"Â£44,000-Â£46,000",0,"Â£44,000-Â£46,000",0,"Â£44,000-Â£46,000",0,price,0
is,0,is,0,is,0,is,0,is,0,"Â£44,000-Â£46,000",0
one,0,one,0,one,0,one,0,one,0,is,0
of,0,of,0,of,0,of,0,of,0,one,0
more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,of,0
20,0,20,0,20,0,20,0,20,0,more+than,0
lots,0,lots,0,lots,0,lots,0,lots,0,20,0
to,0,to,0,to,0,to,0,to,0,lots,0
be,0,be,0,be,0,be,0,be,0,to,0
put+up,1,put+up,0,put+up,0,put+up,0,put+up,0,be,0
for,0,for,0,for,0,for,0,for,0,put+up,0
sale,0,sale,0,sale,0,sale,0,sale,0,for,0
at,1,at,0,at,0,at,0,at,0,sale,0
the,0,the,0,the,0,the,0,the,0,at,0
Barnstaple,0,Barnstaple,0,Barnstaple,0,Barnstaple,0,Barnstaple,0,the,0
auction,0,auction,0,auction,0,auction,0,auction,0,Barnstaple,0
by,0,by,0,by,0,by,0,by,0,auction,0
Bristol,0,Bristol,0,Bristol,0,Bristol,0,Bristol,0,by,0
and,0,and,0,and,0,and,0,and,0,Bristol,0
West,0,West,0,West,0,West,0,West,0,and,0
Property,0,Property,0,Property,0,Property,0,Property,0,West,0
Services,0,Services,0,Services,0,Services,0,Services,0,Property,0
and,0,and,0,and,0,and,0,and,0,Services,0
one,0,one,0,one,0,one,0,one,0,and,0
of,0,of,0,of,0,of,0,of,0,one,0
more+than,0,more+than,0,more+than,0,more+than,0,more+than,0,of,0
a,0,a,0,a,0,a,0,a,0,more+than,0
hundred,0,hundred,0,hundred,0,hundred,0,hundred,0,a,0
which,0,which,0,which,0,which,0,which,0,hundred,0
the,0,the,0,the,0,the,0,the,0,which,0
building+society,0,building+society,0,building+society,0,building+society,0,building+society,0,the,0
subsidiary,0,subsidiary,0,subsidiary,0,subsidiary,0,subsidiary,0,building+society,0
will,0,will,0,will,0,will,0,will,0,subsidiary,0
be,0,be,0,be,0,be,0,be,0,will,0
auctioning,0,auctioning,0,auctioning,0,auctioning,0,auctioning,0,be,0
in,0,in,0,in,0,in,0,in,0,auctioning,0
eight,0,eight,0,eight,0,eight,0,eight,0,in,0
West+Country,0,West+Country,0,West+Country,0,West+Country,0,West+Country,0,eight,0
venues,0,venues,0,venues,0,venues,0,venues,0,West+Country,0
over,1,over,0,over,0,over,0,over,0,venues,0
a,0,a,0,a,0,a,0,a,0,over,0
three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,a,0
period,0,period,0,period,0,period,0,period,0,three-day,0
With,1,With,0,With,0,With,0,With,0,period,0
an,0,an,0,an,0,an,0,an,0,With,0
auction,0,auction,0,auction,0,auction,0,auction,0,an,0
you,0,you,0,you,0,you,0,you,0,auction,0
've,0,'ve,0,'ve,0,'ve,0,'ve,0,you,0
got,0,got,0,got,0,got,0,got,0,'ve,0
to,0,to,0,to,0,to,0,to,0,got,0
be,0,be,0,be,0,be,0,be,0,to,0
certain,0,certain,0,certain,0,certain,0,certain,0,be,0
that,0,that,0,that,0,that,0,that,0,certain,0
at+least,0,at+least,0,at+least,0,at+least,0,at+least,0,that,0
two,0,two,0,two,0,two,0,two,0,at+least,0
buyers,0,buyers,0,buyers,0,buyers,0,buyers,0,two,0
are,0,are,0,are,0,are,0,are,0,buyers,0
there,0,there,0,there,0,there,0,there,0,are,0
who,0,who,0,who,0,who,0,who,0,there,0
can,0,can,0,can,0,can,0,can,0,who,0
commit,1,commit,0,commit,0,commit,0,commit,0,can,0
themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,commit,0
and,0,and,0,and,0,and,0,and,0,themselves,0
the,0,the,0,the,0,the,0,the,0,and,0
difficulty,0,difficulty,0,difficulty,0,difficulty,0,difficulty,0,the,0
is,0,is,0,is,0,is,0,is,0,difficulty,0
that,0,that,0,that,0,that,0,that,0,is,0
buyers,0,buyers,0,buyers,0,buyers,0,buyers,0,that,0
who,0,who,0,who,0,who,0,who,0,buyers,0
can,0,can,0,can,0,can,0,can,0,who,0
proceed,1,proceed,0,proceed,0,proceed,0,proceed,0,can,0
are,0,are,0,are,0,are,0,are,0,proceed,0
few,0,few,0,few,0,few,0,few,0,are,0
and,0,and,0,and,0,and,0,and,0,few,0
far,1,far,0,far,0,far,0,far,0,and,0
between,1,between,0,between,0,between,0,between,0,far,0
said,0,said,0,said,0,said,0,said,0,between,0
David,0,David,0,David,0,David,0,David,0,said,0
Phillip,0,Phillip,0,Phillip,0,Phillip,0,Phillip,0,David,0
a,0,a,0,a,0,a,0,a,0,Phillip,0
director,0,director,0,director,0,director,0,director,0,a,0
of,0,of,0,of,0,of,0,of,0,director,0
Yorkshire,0,Yorkshire,0,Yorkshire,0,Yorkshire,0,Yorkshire,0,of,0
estate+agents,0,estate+agents,0,estate+agents,0,estate+agents,0,estate+agents,0,Yorkshire,0
Dacre,0,Dacre,0,Dacre,0,Dacre,0,Dacre,0,estate+agents,0
Son,0,Son,0,Son,0,Son,0,Son,0,Dacre,0
and,0,and,0,and,0,and,0,and,0,Son,0
Hartley,0,Hartley,0,Hartley,0,Hartley,0,Hartley,0,and,0
Misunderstood,1,Misunderstood,0,Misunderstood,0,Misunderstood,0,Misunderstood,0,Hartley,0
by,0,by,0,by,0,by,0,by,0,Misunderstood,0
Decca,0,Decca,0,Decca,0,Decca,0,Decca,0,by,0
Records,0,Records,0,Records,0,Records,0,Records,0,Decca,0
he,0,he,0,he,0,he,0,he,0,Records,0
maintains,1,maintains,0,maintains,0,maintains,0,maintains,0,he,0
I,0,I,0,I,0,I,0,I,0,maintains,0
wan,0,wan,0,wan,0,wan,0,wan,0,I,0
na,0,na,0,na,0,na,0,na,0,wan,0
play,0,play,0,play,0,play,0,play,0,na,0
ma,0,ma,0,ma,0,ma,0,ma,0,play,0
music,0,music,0,music,0,music,0,music,0,ma,0
ma,0,ma,0,ma,0,ma,0,ma,0,music,0
way,1,way,0,way,0,way,0,way,0,ma,0
But,0,But,0,But,0,But,0,But,0,way,0
it,0,it,0,it,0,it,0,it,0,But,0
was,0,was,0,was,0,was,0,was,0,it,0
Gerry,0,Gerry,0,Gerry,0,Gerry,0,Gerry,0,was,0
Conlon,0,Conlon,0,Conlon,0,Conlon,0,Conlon,0,Gerry,0
account,0,account,0,account,0,account,0,account,0,Conlon,0
of,0,of,0,of,0,of,0,of,0,account,0
being,0,being,0,being,0,being,0,being,0,of,0
interrogated,0,interrogated,0,interrogated,0,interrogated,0,interrogated,0,being,0
after,1,after,0,after,0,after,0,after,0,interrogated,0
the,0,the,0,the,0,the,0,the,0,after,0
Guildford,0,Guildford,0,Guildford,0,Guildford,0,Guildford,0,the,0
bombings,0,bombings,0,bombings,0,bombings,0,bombings,0,Guildford,0
that,0,that,0,that,0,that,0,that,0,bombings,0
made,1,made,0,made,0,made,0,made,0,that,0
the,0,the,0,the,0,the,0,the,0,made,0
scalp,0,scalp,0,scalp,0,scalp,0,scalp,0,the,0
crawl,1,crawl,0,crawl,0,crawl,1,crawl,0,scalp,0
Government,0,Government,0,Government,0,Government,0,Government,0,crawl,0
compounds,1,compounds,1,compounds,0,compounds,1,compounds,0,,1
all,0,all,0,all,0,all,0,all,0,Government,0
these,1,these,0,these,0,these,0,these,0,compounds,0
problems,0,problems,0,problems,0,problems,0,problems,0,all,0
when,0,when,0,when,0,when,0,when,0,these,0
it,0,it,0,it,0,it,0,it,0,problems,0
sets+down,1,sets+down,0,sets+down,0,sets+down,0,sets+down,0,when,0
working,0,working,0,working,0,working,0,working,0,it,0
parameters,0,parameters,0,parameters,0,parameters,0,parameters,0,sets+down,0
which,0,which,0,which,0,which,0,which,0,working,0
fail,1,fail,0,fail,0,fail,0,fail,0,parameters,0
to,0,to,0,to,0,to,0,to,0,which,0
reflect,1,reflect,0,reflect,0,reflect,0,reflect,0,fail,0
the,0,the,0,the,0,the,0,the,0,to,0
value,1,value,0,value,0,value,0,value,0,reflect,0
the,0,the,0,the,0,the,0,the,0,the,0
country,0,country,0,country,0,country,0,country,0,value,0
gets,1,gets,0,gets,0,gets,0,gets,0,the,0
from,1,from,0,from,0,from,0,from,0,country,0
a,0,a,0,a,0,a,0,a,0,gets,0
system,1,system,0,system,0,system,0,system,0,from,0
that,0,that,0,that,0,that,0,that,0,a,0
is,0,is,0,is,0,is,0,is,0,system,0
run,1,run,0,run,0,run,0,run,0,that,0
efficiently,0,efficiently,0,efficiently,0,efficiently,0,efficiently,0,is,0
can,0,can,0,can,0,can,0,can,0,run,0
shift,1,shift,0,shift,0,shift,0,shift,0,efficiently,0
people,0,people,0,people,0,people,0,people,0,can,0
to,0,to,0,to,0,to,0,to,0,shift,0
destinations,0,destinations,0,destinations,0,destinations,0,destinations,0,people,0
with,1,with,0,with,0,with,0,with,0,to,0
exemplary,0,exemplary,0,exemplary,0,exemplary,0,exemplary,0,destinations,0
speed,0,speed,0,speed,0,speed,0,speed,0,with,0
and,0,and,0,and,0,and,0,and,0,exemplary,0
safety,0,safety,0,safety,0,safety,0,safety,0,speed,0
as,0,as,0,as,0,as,0,as,0,and,0
Europe,0,Europe,0,Europe,0,Europe,0,Europe,0,safety,0
consistently,0,consistently,0,consistently,0,consistently,0,consistently,0,as,0
demonstrates,1,demonstrates,0,demonstrates,0,demonstrates,0,demonstrates,0,Europe,0
Francesca,0,Francesca,0,Francesca,0,Francesca,0,Francesca,0,consistently,0
Simon,0,Simon,0,Simon,0,Simon,0,Simon,0,demonstrates,0
describes,0,describes,0,describes,0,describes,0,describes,0,Francesca,0
some,0,some,0,some,0,some,0,some,0,Simon,0
of,1,of,0,of,0,of,0,of,0,describes,0
the,0,the,0,the,0,the,0,the,0,some,0
pitfalls,0,pitfalls,0,pitfalls,0,pitfalls,0,pitfalls,0,of,0
and,0,and,0,and,0,and,0,and,0,the,0
how,0,how,0,how,0,how,0,how,0,pitfalls,0
to,0,to,0,to,0,to,0,to,0,and,0
avoid,1,avoid,0,avoid,0,avoid,0,avoid,0,how,0
them,0,them,0,them,0,them,0,them,0,to,0
Travel,0,Travel,0,Travel,0,Travel,0,Travel,0,avoid,0
Copse,0,Copse,0,Copse,0,Copse,0,Copse,0,them,0
and,0,and,0,and,0,and,0,and,0,Travel,0
robbers,0,robbers,0,robbers,0,robbers,1,robbers,0,Copse,0
Christopher,0,Christopher,0,Christopher,0,Christopher,0,Christopher,0,and,0
Somerville,0,Somerville,0,Somerville,0,Somerville,0,Somerville,0,robbers,0
sees,0,sees,0,sees,0,sees,0,sees,0,Christopher,0
how,0,how,0,how,0,how,0,how,0,Somerville,0
woodland,0,woodland,0,woodland,0,woodland,0,woodland,0,sees,0
has,0,has,0,has,0,has,0,has,0,how,0
usurped,2,usurped,0,usurped,0,usurped,1,usurped,0,woodland,0
the,0,the,0,the,0,the,0,the,0,has,0
ancient,0,ancient,0,ancient,0,ancient,0,ancient,0,usurped,0
