word,DELMET,word_1,label_1,word_2,label_2,word_3,label_3,word_4,label_4,word_5,label_5,word_6,label_6,word_7,label_7,word_8,label_8,word_9,label_9,word_10,label_10,word_11,label_11,word_12,label_12,word_13,label_13,word_14,label_14,word_15,label_15,word_16,label_16,word_17,label_17,word_18,label_18,word_19,label_19,word_20,label_20,word_21,label_21,word_22,label_22,word_23,label_23,word_24,label_24,word_25,label_25
will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0,will,0
make,1,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,1,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,0,make,1
money,0,money,0,money,0,money,1,money,0,money,0,money,0,money,0,money,0,money,1,money,0,money,0,money,0,money,0,money,0,money,0,money,0,money,1,money,0,money,0,money,0,money,0,money,1,money,0,money,0,money,0
for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0,backers,0
Then,0,Then,0,Then,0,,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0,Then,0
they,0,they,0,they,0,,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0,they,0
formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0,formed,0
a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,1,slow,0,slow,0,slow,0,slow,0,slow,1,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0,slow,0
procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,1,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0,procession,0
behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0,behind,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0,coffin,0
into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0,into,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0,mountains,0
to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0,old,0
royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0,royal,0
capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0
of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0,Cetinje,0
for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0,reburial,0
in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0,monastery,0
there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0
Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0,Just+as+so,0
Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0
transferred,1,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,1,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,0,transferred,1,transferred,0,transferred,0,transferred,0,transferred,0,transferred,1,transferred,0,transferred,1,transferred,0,transferred,0,transferred,0,transferred,0
Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0,Stein,0
literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0,literary,0
abstraction,0,abstraction,0,abstraction,0,abstraction,1,abstraction,0,abstraction,0,abstraction,1,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,1,abstraction,0,abstraction,0,abstraction,1,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0,abstraction,0
to,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,1,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0,music,0
life,2,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0,life,0
from,2,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0
sitter,2,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0,sitter,0
drawing,2,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0,drawing,0
technique,2,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0,technique,0
painter,2,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0,painter,0
employ,2,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,1,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0,employ,0
portraits,2,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0,portraits,0
these,2,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0,these,0
unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0,unusually,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0
ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,0,ideal,1
combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,1,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0,combination,0
of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0,Thomson,0
habit,1,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0,habit,0
of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
immediate,1,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,1,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,1,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,0,immediate,1,immediate,1
response,1,response,0,response,0,response,0,response,0,response,0,response,1,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,0,response,1,response,0,response,0,response,0,response,0,response,0,response,1,response,0,response,0
with,1,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0
an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0
actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0,actual,0
subject,1,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0,subject,0
In,1,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0
some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0,some,0
cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0,cases,0
Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0,Labour,0
quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0,quangos,0
merge,1,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,1,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,0,merge,1,merge,0,merge,1,merge,1,merge,0,merge,0,merge,0
existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0,existing,0
ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0,ones,0
or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0,or,0
replace,1,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,1,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,0,replace,1,replace,0,replace,1,replace,0,replace,0,replace,0,replace,0
well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,1,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,0,well-established,1,well-established,0
bodies,1,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0,bodies,0
The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0
success,0,success,0,success,0,success,0,success,0,success,0,success,0,success,0,success,1,success,0,success,0,success,0,success,1,success,0,success,0,success,0,success,1,success,1,success,0,success,0,success,0,success,0,success,0,success,0,success,0,success,0
of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0
working,0,working,0,working,1,working,0,working,0,working,0,working,0,working,0,working,0,working,1,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,1
relationship,0,relationship,0,relationship,0,relationship,1,relationship,0,relationship,0,relationship,1,relationship,1,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,0,relationship,1,relationship,1,relationship,0,relationship,0,relationship,1,relationship,0,relationship,0
must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0,must,0
have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0
a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,1,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0,lot,0
to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0,do,0
with,1,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0
their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0,their,0
long,1,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0,long,0
and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
happy,1,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,1,happy,0,happy,0,happy,0,happy,0,happy,0,happy,0,happy,1,happy,1
marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0,marriage,0
They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0,They,0
